Player;Date;Day;Comp;Round;Venue;Result;Squad;Opponent;Start;Pos;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Tkl;Int;Blocks;xG;npxG;xAG;SCA;GCA;Cmp;Att;Cmp%;PrgP;Carries;PrgC;Succ;Match Report;SoTA;GA;Saves;Save%;CS;PSxG;PKA;PKsv;PKm;Att (GK);Thr;Launch%;AvgLen;Opp;Stp;Stp%;#OPA;AvgDist
Álex Grimaldo;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;Y;LB;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Norbert Gyömbér;2024-06-05;Wed;Friendlies (M);Friendlies (M);Neutral;W 4–0;sk Slovakia;sm San Marino;Y;CB;76;0;1;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Erling Haaland;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;no Norway;xk Kosovo;Y;FW;89;3;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Andreas Hanche-Olsen;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;no Norway;xk Kosovo;Y;CB;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Ridgeciano Haps;2024-06-05;Wed;WCQ;Second round;Home;W 4–1;sr Suriname;vc St. Vincent;Y;LB;90;0;1;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Theo Hernández;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;fr France;lu Luxembourg;Y;LB;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Isak Hien;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 1–2;se Sweden;dk Denmark;Y;CB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Emil Holm;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 1–2;se Sweden;dk Denmark;N;;5;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Pierre Højbjerg;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–1;dk Denmark;se Sweden;Y*;DM;60;1;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Rasmus Højlund;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–1;dk Denmark;se Sweden;Y;FW;78;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Alexander Isak;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 1–2;se Sweden;dk Denmark;Y;FW;69;1;0;0;0;;;1;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Randal Kolo Muani;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;fr France;lu Luxembourg;Y;AM;90;1;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Geoffrey Kondogbia;2024-06-05;Wed;WCQ;First round;Neutral;W 1–0;cf CAR;td Chad;Y*;CM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Jules Koundé;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;fr France;lu Luxembourg;Y;RB;63;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Emil Krafth;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 1–2;se Sweden;dk Denmark;Y;RB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Rasmus Kristensen;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–1;dk Denmark;se Sweden;Y;CB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Nikola Krstović;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 0–2;me Montenegro;be Belgium;Y;FW;86;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Dejan Kulusevski;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 1–2;se Sweden;dk Denmark;Y;AM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Aïssa Laïdouni;2024-06-05;Wed;WCQ;First round;Home;W 1–0;tn Tunisia;gq Equ. Guinea;Y;CM;35;0;0;0;0;;;1;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Robin Le Normand;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;N;;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Victor Lindelöf;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 1–2;se Sweden;dk Denmark;Y*;CB;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Marcos Llorente;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;Y;RB;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Fermin López;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;N;;29;0;1;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Dodi Lukebakio;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–0;be Belgium;me Montenegro;N;;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Mike Maignan;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;fr France;lu Luxembourg;Y;GK;90;;;;0;;;;;;;;;;;;;;;;;;;;;Match Report;;;;;1;;0;0;0;;;;;;;;;
Orel Mangala;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–0;be Belgium;me Montenegro;N;;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Omar Mascarell;2024-06-05;Wed;WCQ;First round;Away;L 0–1;gq Equ. Guinea;tn Tunisia;Y;DM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Kylian Mbappé;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;fr France;lu Luxembourg;Y*;FW;90;1;2;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Thomas Meunier;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–0;be Belgium;me Montenegro;Y;RB;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Álvaro Morata;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;Y*;FW;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Vedat Muriqi;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 0–3;xk Kosovo;no Norway;Y;FW;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Joakim Mæhle;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–1;dk Denmark;se Sweden;Y;DM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Nahitan Nández;2024-06-05;Wed;Friendlies (M);Friendlies (M);Neutral;W 4–0;uy Uruguay;mx Mexico;Y;RB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Jesús Navas;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;N;;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Darwin Núñez;2024-06-05;Wed;Friendlies (M);Friendlies (M);Neutral;W 4–0;uy Uruguay;mx Mexico;Y;FW;68;3;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Ørjan Nyland;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;no Norway;xk Kosovo;Y;GK;90;;;;0;;;;;;;;;;;;;;;;;;;;;Match Report;;;;;1;;0;0;0;;;;;;;;;
Christian Nørgaard;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–1;dk Denmark;se Sweden;Y;DM;60;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Adam Obert;2024-06-05;Wed;Friendlies (M);Friendlies (M);Neutral;W 4–0;sk Slovakia;sm San Marino;N;;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Pedro Obiang;2024-06-05;Wed;WCQ;First round;Away;L 0–1;gq Equ. Guinea;tn Tunisia;Y;CM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Mathias Olesen;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 0–3;lu Luxembourg;fr France;Y;CM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Mathías Olivera;2024-06-05;Wed;Friendlies (M);Friendlies (M);Neutral;W 4–0;uy Uruguay;mx Mexico;Y;CB;74;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Robin Olsen;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 1–2;se Sweden;dk Denmark;Y;GK;90;;;;0;;;;;;;;;;;;;;;;;;;;;Match Report;;;;;1;;0;0;0;;;;;;;;;
Amadou Onana;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–0;be Belgium;me Montenegro;Y;DM;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Loïs Openda;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–0;be Belgium;me Montenegro;Y;FW;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Milutin Osmajić;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 0–2;me Montenegro;be Belgium;Y;AM;85;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Jesús Owono;2024-06-05;Wed;WCQ;First round;Away;L 0–1;gq Equ. Guinea;tn Tunisia;Y;GK;90;;;;1;;;;;;;;;;;;;;;;;;;;;Match Report;;1;;;0;;1;0;0;;;;;;;;;
Mikel Oyarzabal;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;N;;45;3;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Leart Paqarada;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 0–3;xk Kosovo;no Norway;Y;LB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Benjamin Pavard;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;fr France;lu Luxembourg;N;;27;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Facundo Pellistri;2024-06-05;Wed;Friendlies (M);Friendlies (M);Neutral;W 4–0;uy Uruguay;mx Mexico;Y;AM;90;1;1;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Yussuf Poulsen;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–1;dk Denmark;se Sweden;N;;12;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Hamza Rafia;2024-06-05;Wed;WCQ;First round;Home;W 1–0;tn Tunisia;gq Equ. Guinea;Y;FW;68;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Elba Rashani;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 0–3;xk Kosovo;no Norway;Y;FW;39;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
David Raya;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;Y;GK;90;;;;0;;;;;;;;;;;;;;;;;;;;;Match Report;;;;;1;;0;0;0;;;;;;;;;
Amir Rrahmani;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 0–3;xk Kosovo;no Norway;Y*;CB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Frederik Rønnow;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–1;dk Denmark;se Sweden;Y;GK;90;;;;0;;;;;;;;;;;;;;;;;;;;;Match Report;;;;;1;;0;0;0;;;;;;;;;
William Saliba;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;fr France;lu Luxembourg;N;;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Ellyes Skhiri;2024-06-05;Wed;WCQ;First round;Home;W 1–0;tn Tunisia;gq Equ. Guinea;Y;DM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Leo Skiri Østigård;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;no Norway;xk Kosovo;Y;CB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Milan Škriniar;2024-06-05;Wed;Friendlies (M);Friendlies (M);Neutral;W 4–0;sk Slovakia;sm San Marino;Y*;CB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Carl Starfelt;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 1–2;se Sweden;dk Denmark;N;;37;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Jørgen Strand Larsen;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;no Norway;xk Kosovo;Y;AM;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Tomáš Suslov;2024-06-05;Wed;Friendlies (M);Friendlies (M);Neutral;W 4–0;sk Slovakia;sm San Marino;Y;FW;58;1;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Montassar Talbi;2024-06-05;Wed;WCQ;First round;Home;W 1–0;tn Tunisia;gq Equ. Guinea;Y;CB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Morten Thorsby;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;no Norway;xk Kosovo;N;;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Kristian Thorstvedt;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;no Norway;xk Kosovo;Y;DM;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Marcus Thuram;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;fr France;lu Luxembourg;Y;AM;80;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Ferrán Torres;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;Y;FW;90;1;1;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Leandro Trossard;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–0;be Belgium;me Montenegro;N;;45;1;0;1;1;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Manuel Ugarte Ribeiro;2024-06-05;Wed;Friendlies (M);Friendlies (M);Neutral;W 4–0;uy Uruguay;mx Mexico;Y;DM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Dayot Upamecano;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;fr France;lu Luxembourg;Y;CB;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Arthur Vermeeren;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–0;be Belgium;me Montenegro;Y;DM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Daniel Vivian;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;Y;CB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Mërgim Vojvoda;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 0–3;xk Kosovo;no Norway;Y;RB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Jonas Wind;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–1;dk Denmark;se Sweden;Y;FW;85;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Axel Witsel;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 2–0;be Belgium;me Montenegro;N;;45;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Warren Zaïre-Emery;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;fr France;lu Luxembourg;N;;27;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Edon Zhegrova;2024-06-05;Wed;Friendlies (M);Friendlies (M);Away;L 0–3;xk Kosovo;no Norway;Y;FW;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Martín Zubimendi;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 5–0;es Spain;ad Andorra;N;;24;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Martin Ødegaard;2024-06-05;Wed;Friendlies (M);Friendlies (M);Home;W 3–0;no Norway;xk Kosovo;Y*;AM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Salis Abdul Samed;2024-06-06;Thu;WCQ;First round;Away;W 2–1;gh Ghana;ml Mali;Y;CM;87;0;1;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Brandon Aguilera;2024-06-06;Thu;WCQ;Second round;Home;W 4–0;cr Costa Rica;kn St. Kitts & Nevis;N;;27;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Rayan Aït-Nouri;2024-06-06;Thu;WCQ;First round;Home;L 1–2;dz Algeria;gn Guinea;Y;LB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Tosin Aiyegun;2024-06-06;Thu;WCQ;First round;Neutral;W 1–0;bj Benin;rw Rwanda;N;;21;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Michael Amir Murillo;2024-06-06;Thu;WCQ;Second round;Home;W 2–0;pa Panama;gy Guyana;Y;DM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Michail Antonio;2024-06-06;Thu;WCQ;Second round;Home;W 1–0;jm Jamaica;do Dominican Rep.;Y;FW;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Youcef Atal;2024-06-06;Thu;WCQ;First round;Home;L 1–2;dz Algeria;gn Guinea;Y;RB;79;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Jordan Ayew;2024-06-06;Thu;WCQ;First round;Away;W 2–1;gh Ghana;ml Mali;N;;12;1;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Sardar Azmoun;2024-06-06;Thu;WCQ;Second round;Away;W 4–2;ir IR Iran;hk Hong Kong;Y;FW;77;1;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Saïd Benrahma;2024-06-06;Thu;WCQ;First round;Home;L 1–2;dz Algeria;gn Guinea;Y;AM;79;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Nabil Bentaleb;2024-06-06;Thu;WCQ;First round;Home;L 1–2;dz Algeria;gn Guinea;Y;DM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Dimitry Bertaud;2024-06-06;Thu;WCQ;First round;Away;D 1–1;cd Congo DR;sn Senegal;Y;GK;90;;;;0;;;;;;;;;;;;;;;;;;;;;Match Report;;1;;;0;;0;0;0;;;;;;;;;
El Bilal Touré;2024-06-06;Thu;WCQ;First round;Home;L 1–2;ml Mali;gh Ghana;N;;35;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Daley Blind;2024-06-06;Thu;Friendlies (M);Friendlies (M);Home;W 4–0;nl Netherlands;ca Canada;Y*;CB;71;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Tajon Buchanan;2024-06-06;Thu;Friendlies (M);Friendlies (M);Away;L 0–4;ca Canada;nl Netherlands;Y;RM;55;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Fali Candé;2024-06-06;Thu;WCQ;First round;Home;D 0–0;gw Guinea-Bissau;et Ethiopia;Y;LB;75;0;0;0;0;;;1;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Pathé Ciss;2024-06-06;Thu;WCQ;First round;Home;D 1–1;sn Senegal;cd Congo DR;N;;13;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Lassana Coulibaly;2024-06-06;Thu;WCQ;First round;Home;L 1–2;ml Mali;gh Ghana;Y;AM;64;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Alphonso Davies;2024-06-06;Thu;Friendlies (M);Friendlies (M);Away;L 0–4;ca Canada;nl Netherlands;Y*;LB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Bobby De Cordova-Reid;2024-06-06;Thu;WCQ;Second round;Home;W 1–0;jm Jamaica;do Dominican Rep.;Y;AM;90;0;0;0;1;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Habib Diarra;2024-06-06;Thu;WCQ;First round;Home;D 1–1;sn Senegal;cd Congo DR;Y;DM;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Ritsu Doan;2024-06-06;Thu;WCQ;Second round;Away;W 5–0;jp Japan;mm Myanmar;Y;AM;45;1;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Kamory Doumbia;2024-06-06;Thu;WCQ;First round;Home;L 1–2;ml Mali;gh Ghana;Y;AM;90;1;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Jean-Kevin Duverne;2024-06-06;Thu;WCQ;Second round;Home;W 2–1;ht Haiti;lc St. Lucia;Y;CB;90;1;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Jeremie Frimpong;2024-06-06;Thu;Friendlies (M);Friendlies (M);Home;W 4–0;nl Netherlands;ca Canada;Y;FW;61;1;1;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Idrissa Gana Gueye;2024-06-06;Thu;WCQ;First round;Home;D 1–1;sn Senegal;cd Congo DR;Y;DM;77;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Saman Ghoddos;2024-06-06;Thu;WCQ;Second round;Away;W 4–2;ir IR Iran;hk Hong Kong;Y;CM;77;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Amine Gouiri;2024-06-06;Thu;WCQ;First round;Home;L 1–2;dz Algeria;gn Guinea;Y;FW;90;0;0;0;0;;;1;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Ryan Gravenberch;2024-06-06;Thu;Friendlies (M);Friendlies (M);Home;W 4–0;nl Netherlands;ca Canada;Y;CM;85;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Serhou Guirassy;2024-06-06;Thu;WCQ;First round;Away;W 2–1;gn Guinea;dz Algeria;Y;FW;89;0;0;0;0;;;1;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Jaouen Hadjam;2024-06-06;Thu;WCQ;First round;Home;L 1–2;dz Algeria;gn Guinea;N;;11;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Amadou Haidara;2024-06-06;Thu;WCQ;First round;Home;L 1–2;ml Mali;gh Ghana;Y;AM;55;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Daiki Hashioka;2024-06-06;Thu;WCQ;Second round;Away;W 5–0;jp Japan;mm Myanmar;Y;CB;90;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Hwang Hee-chan;2024-06-06;Thu;WCQ;Second round;Away;W 7–0;kr Korea Republic;sg Singapore;N;;34;1;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Son Heung-min;2024-06-06;Thu;WCQ;Second round;Away;W 7–0;kr Korea Republic;sg Singapore;Y*;LW;86;2;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Ko Itakura;2024-06-06;Thu;WCQ;Second round;Away;W 5–0;jp Japan;mm Myanmar;N;;11;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
Nicolas Jackson;2024-06-06;Thu;WCQ;First round;Home;D 1–1;sn Senegal;cd Congo DR;Y;FW;89;0;0;0;0;;;0;0;;;;;;;;;;;;;;;;;Match Report;;;;;;;;;;;;;;;;;;
